date,day_of_week,month,year,week_of_year,Getränke_sales,Getränke_count,Speisen_sales,Speisen_count,Sonstiges_sales,Sonstiges_count,Milchmischgetränke_sales,Milchmischgetränke_count,Röstkaffee_sales,Röstkaffee_count,Kaffee_sales,Kaffee_count
2022-05-16,Monday,May,2022,20,734.5,283.0,225.90,69,311.00,24,313.80,126,294.00,23,132.40,63
2022-05-17,Tuesday,May,2022,20,896.8,330.0,218.80,66,226.00,15,365.20,150,206.50,12,156.80,63
2022-05-18,Wednesday,May,2022,20,775.0,273.0,188.50,56,547.10,31,286.80,95,461.60,28,95.80,39
2022-05-19,Thursday,May,2022,20,862.4,305.0,267.60,81,190.00,16,267.00,113,190.00,16,123.60,45
2022-05-20,Friday,May,2022,20,969.6,332.0,269.83,82,402.52,31,339.00,135,374.27,28,130.60,55
2022-05-21,Saturday,May,2022,20,1526.8,546.0,471.00,136,740.90,54,595.80,212,661.50,47,241.40,107
2022-05-22,Sunday,May,2022,20,1295.8,479.0,390.80,119,240.50,19,511.80,203,240.50,19,156.60,63
2022-05-23,Monday,May,2022,21,781.8,260.0,234.90,69,373.00,26,345.40,110,330.00,24,88.00,35
2022-05-24,Tuesday,May,2022,21,1073.2,396.0,297.50,88,378.00,24,469.40,158,378.00,24,143.40,77
2022-05-25,Wednesday,May,2022,21,1077.7,391.0,288.50,86,531.00,41,440.10,152,471.00,36,171.60,79
2022-05-26,Thursday,May,2022,21,1395.95,503.0,442.80,127,670.65,37,625.60,234,540.65,32,204.00,89
2022-05-27,Friday,May,2022,21,1506.3,524.0,445.20,135,592.50,37,650.40,215,585.50,36,217.00,92
2022-05-28,Saturday,May,2022,21,1794.78,718.0,537.42,161,728.80,51,754.58,324,728.80,51,414.20,186
2022-05-29,Sunday,May,2022,21,1650.08,676.0,572.12,187,365.40,29,917.18,381,355.90,28,243.80,115
2022-05-30,Monday,May,2022,22,878.94,359.0,320.16,100,208.80,18,395.84,162,174.50,13,116.20,61
2022-05-31,Tuesday,May,2022,22,942.98,350.0,270.22,78,315.00,22,355.20,127,295.50,20,149.40,67
2022-06-01,Wednesday,June,2022,22,819.4,293.0,227.00,69,266.90,21,351.00,125,248.90,20,113.00,54
2022-06-02,Thursday,June,2022,22,1006.7,351.0,355.60,107,471.60,31,361.80,132,359.10,25,182.20,73
2022-06-03,Friday,June,2022,22,1027.4,362.0,286.60,86,779.20,42,413.20,151,462.20,36,161.80,70
2022-06-04,Saturday,June,2022,22,1358.65,491.0,478.25,141,541.50,42,540.80,219,529.00,41,193.45,83
2022-06-05,Sunday,June,2022,22,1203.1,424.0,432.30,138,147.50,13,502.20,177,128.50,11,177.40,78
2022-06-06,Monday,June,2022,23,1607.7,568.0,443.40,136,274.00,19,641.20,231,274.00,19,236.20,114
2022-06-07,Tuesday,June,2022,23,1005.3,369.0,356.90,104,151.50,12,457.00,145,123.50,11,139.80,63
2022-06-08,Wednesday,June,2022,23,870.8,348.0,260.00,81,430.40,30,386.80,144,267.40,23,137.80,65
2022-06-09,Thursday,June,2022,23,947.2,346.0,326.10,99,494.90,33,401.20,138,395.90,28,151.80,74
2022-06-10,Friday,June,2022,23,1106.2,450.0,334.17,99,393.43,28,494.60,176,360.93,25,170.80,115
2022-06-11,Saturday,June,2022,23,1158.7,406.0,346.60,102,500.00,33,509.40,198,467.50,30,132.60,55
2022-06-12,Sunday,June,2022,23,1090.7,409.0,323.00,95,163.50,10,387.00,148,151.00,9,109.60,41
2022-06-13,Monday,June,2022,24,796.0,288.0,255.60,77,197.50,13,346.80,117,185.00,12,131.00,52
2022-06-14,Tuesday,June,2022,24,994.8,357.0,260.00,82,234.20,15,393.80,143,197.30,11,123.20,62
2022-06-15,Wednesday,June,2022,24,847.7,287.0,214.20,64,557.50,40,336.60,109,545.00,39,126.20,53
2022-06-16,Thursday,June,2022,24,1110.25,387.0,376.45,109,347.00,25,366.60,134,287.00,23,118.80,47
2022-06-17,Friday,June,2022,24,1142.6,409.0,335.40,97,591.50,39,361.20,127,538.50,37,151.20,83
2022-06-18,Saturday,June,2022,24,1163.18,390.0,349.82,100,463.00,34,483.58,163,354.50,25,148.80,67
2022-06-19,Sunday,June,2022,24,779.0,255.0,286.60,90,82.50,6,251.80,87,82.50,6,97.80,39
2022-06-20,Monday,June,2022,25,758.9,281.0,240.80,71,542.50,36,299.00,109,542.50,36,105.20,50
2022-06-21,Tuesday,June,2022,25,805.1,278.0,221.60,67,200.50,16,302.80,100,193.50,15,149.50,61
2022-06-22,Wednesday,June,2022,25,811.4,275.0,292.40,88,362.70,23,347.60,109,281.70,19,153.00,56
2022-06-23,Thursday,June,2022,25,916.9,332.0,290.20,87,278.00,18,363.00,131,199.00,14,147.80,73
2022-06-24,Friday,June,2022,25,1031.1,385.0,409.80,127,490.30,30,474.00,188,357.40,25,159.00,72
2022-06-25,Saturday,June,2022,25,1750.6,642.0,503.20,154,451.50,35,783.46,298,448.60,34,205.84,97
2022-06-26,Sunday,June,2022,25,1451.4,479.0,444.50,137,307.00,23,596.20,200,288.00,21,117.20,57
2022-06-27,Monday,June,2022,26,1038.4,368.0,306.80,91,285.00,23,484.80,175,275.00,22,116.00,58
2022-06-28,Tuesday,June,2022,26,1006.65,349.0,368.05,109,382.00,29,457.60,167,285.00,23,122.60,56
2022-06-29,Wednesday,June,2022,26,954.3,356.0,338.60,104,267.00,23,382.05,155,242.00,20,129.20,53
2022-06-30,Thursday,June,2022,26,951.7,312.0,331.32,98,320.40,26,400.20,142,287.50,23,168.60,57
2022-07-01,Friday,July,2022,26,1046.9,467.0,307.60,93,309.90,22,512.40,178,294.90,20,157.80,69
2022-07-02,Saturday,July,2022,26,1584.3,616.0,434.60,131,600.00,48,720.20,325,560.70,42,194.60,84
2022-07-03,Sunday,July,2022,26,1146.0,400.0,342.00,106,162.05,13,484.60,182,150.40,11,99.40,45
2022-07-04,Monday,July,2022,27,941.1,323.0,295.80,89,257.30,22,417.00,138,216.50,16,117.60,64
2022-07-05,Tuesday,July,2022,27,1097.0,383.0,346.00,104,331.50,22,419.00,154,278.50,20,150.40,68
2022-07-06,Wednesday,July,2022,27,1108.2,396.0,347.50,104,430.50,29,477.00,190,347.00,22,118.20,50
2022-07-07,Thursday,July,2022,27,1154.88,433.0,370.22,109,293.00,27,457.48,169,239.50,18,155.20,71
2022-07-08,Friday,July,2022,27,1231.4,429.0,477.60,143,447.50,32,462.80,171,407.50,28,116.60,54
2022-07-09,Saturday,July,2022,27,1719.7,683.0,520.60,159,562.00,41,697.60,343,440.50,31,188.60,80
2022-07-10,Sunday,July,2022,27,1444.9,507.0,517.10,166,259.40,18,549.40,198,247.50,17,182.60,77
2022-07-11,Monday,July,2022,28,919.1,344.0,306.20,89,359.00,24,393.00,137,346.50,23,124.60,62
2022-07-12,Tuesday,July,2022,28,910.1,338.0,307.80,89,339.00,22,379.40,145,291.00,21,120.00,53
2022-07-13,Wednesday,July,2022,28,853.2,314.0,263.20,82,318.40,22,348.80,142,298.00,19,85.60,40
2022-07-14,Thursday,July,2022,28,981.6,358.0,286.90,91,371.70,23,407.20,160,291.70,20,114.00,43
2022-07-15,Friday,July,2022,28,943.47,346.0,300.23,86,369.00,25,343.80,141,327.00,22,156.00,57
2022-07-16,Saturday,July,2022,28,1736.8,687.0,461.40,131,723.80,47,707.60,337,670.50,43,261.60,112
2022-07-17,Sunday,July,2022,28,1542.8,558.0,452.60,133,304.20,22,543.20,201,232.00,16,201.00,92
2022-07-18,Monday,July,2022,29,701.2,239.0,208.60,64,471.10,30,276.20,93,396.90,26,77.60,32
2022-07-19,Tuesday,July,2022,29,754.9,263.0,221.70,67,149.50,11,303.80,113,139.50,10,95.60,47
2022-07-20,Wednesday,July,2022,29,829.92,292.0,293.08,86,324.00,23,295.40,102,249.00,19,112.12,48
2022-07-21,Thursday,July,2022,29,1071.7,339.0,314.80,95,516.30,34,426.80,138,471.00,28,138.40,59
2022-07-22,Friday,July,2022,29,1022.7,343.0,343.30,98,585.50,43,412.20,148,576.00,42,147.00,57
2022-07-23,Saturday,July,2022,29,1618.3,566.0,517.70,146,666.30,52,702.55,250,563.50,39,158.95,79
2022-07-24,Sunday,July,2022,29,1320.8,419.0,432.60,125,378.50,32,455.60,148,378.50,32,125.60,56
2022-07-25,Monday,July,2022,30,1056.15,723.0,649.40,197,819.40,63,718.80,238,750.00,51,231.80,97
2022-07-26,Tuesday,July,2022,30,1056.15,0.0,0,0,0,0,0,0,0,0,0,0
2022-07-27,Wednesday,July,2022,30,1276.2,466.0,387.80,112,461.90,30,516.00,188,398.90,27,166.60,77
2022-07-28,Thursday,July,2022,30,1092.0,394.0,397.90,119,507.00,37,372.80,136,373.50,30,145.20,74
2022-07-29,Friday,July,2022,30,1392.2,501.0,460.90,131,371.00,28,583.20,211,361.50,27,214.00,91
2022-07-30,Saturday,July,2022,30,1751.9,629.0,535.00,157,642.50,44,767.96,288,617.50,43,220.74,92
2022-07-31,Sunday,July,2022,30,1485.2,519.0,462.80,139,353.50,23,582.00,224,328.50,21,172.80,65
2022-08-01,Monday,August,2022,31,1142.5,506.0,337.70,100,247.30,17,389.20,131,247.30,17,171.60,196
2022-08-02,Tuesday,August,2022,31,1118.2,390.0,389.20,115,287.50,23,456.40,134,225.00,17,157.00,62
2022-08-03,Wednesday,August,2022,31,911.1,314.0,262.00,82,264.50,21,275.60,107,255.00,20,93.00,43
2022-08-04,Thursday,August,2022,31,809.8,345.0,208.80,59,407.50,29,306.80,170,293.50,21,96.20,40
2022-08-05,Friday,August,2022,31,1111.6,387.0,385.90,112,557.00,35,376.60,127,470.00,29,158.20,69
2022-08-06,Saturday,August,2022,31,1706.7,655.0,581.00,166,739.00,51,830.70,352,722.00,49,241.00,100
2022-08-07,Sunday,August,2022,31,1315.5,468.0,432.60,132,300.50,22,496.80,196,256.00,19,170.20,76
2022-08-08,Monday,August,2022,32,1015.8,360.0,346.70,101,294.40,23,414.80,149,294.40,23,159.40,64
2022-08-09,Tuesday,August,2022,32,1138.0,375.0,351.70,102,420.80,30,398.00,121,358.80,25,182.50,75
2022-08-10,Wednesday,August,2022,32,1078.5,414.0,372.50,112,313.40,22,448.40,161,288.40,20,157.20,94
2022-08-11,Thursday,August,2022,32,997.35,685.0,565.50,167,593.65,48,815.80,292,577.15,46,293.60,110
2022-08-12,Friday,August,2022,32,997.35,0.0,0,0,0,0,0,0,0,0,0,0
2022-08-13,Saturday,August,2022,32,1694.57,573.0,556.83,159,557.50,40,612.53,196,477.50,37,208.20,88
2022-08-14,Sunday,August,2022,32,1298.6,422.0,382.20,113,275.00,20,498.20,171,262.50,19,175.60,67
2022-08-15,Monday,August,2022,33,1059.8,348.0,292.70,85,305.50,22,418.40,136,286.00,20,144.00,57
2022-08-16,Tuesday,August,2022,33,958.5,308.0,315.20,91,304.20,25,377.40,126,269.20,24,132.60,54
2022-08-17,Wednesday,August,2022,33,1129.2,416.0,335.40,101,460.00,30,390.60,153,360.50,25,143.40,65
2022-08-18,Thursday,August,2022,33,987.7,341.0,337.40,98,340.90,29,390.00,131,323.50,23,127.60,58
2022-08-19,Friday,August,2022,33,1013.3,340.0,347.00,105,489.45,36,356.80,115,445.45,31,158.80,69
2022-08-20,Saturday,August,2022,33,1583.3,536.0,588.80,175,555.00,44,714.80,224,530.50,41,215.00,106
2022-08-21,Sunday,August,2022,33,1429.6,514.0,525.00,150,219.00,17,553.80,204,206.50,16,228.60,106
2022-08-22,Monday,August,2022,34,927.8,330.0,241.90,70,499.55,22,367.60,131,312.65,20,200.00,80
2022-08-23,Tuesday,August,2022,34,929.9,346.0,283.60,82,285.40,21,354.80,143,240.00,18,126.80,52
2022-08-24,Wednesday,August,2022,34,1001.5,372.0,306.40,89,306.00,18,355.20,139,260.00,16,141.60,71
2022-08-25,Thursday,August,2022,34,867.6,287.0,299.20,88,348.40,24,353.00,114,311.50,22,171.80,66
2022-08-26,Friday,August,2022,34,821.5,267.0,316.80,94,332.80,26,271.40,92,332.80,26,108.40,45
2022-08-27,Saturday,August,2022,34,1308.4,433.0,454.60,142,313.50,19,604.00,187,273.00,17,216.02,91
2022-08-28,Sunday,August,2022,34,1569.1,545.0,543.80,159,264.00,20,638.00,224,244.00,18,188.80,76
2022-08-29,Monday,August,2022,35,1074.9,391.0,334.80,103,340.60,26,347.60,123,316.90,21,131.00,60
2022-08-30,Tuesday,August,2022,35,1010.6,377.0,260.40,77,326.00,22,339.20,127,326.00,22,123.00,64
2022-08-31,Wednesday,August,2022,35,935.4,313.0,293.90,85,402.20,24,380.00,134,337.70,20,141.60,53
2022-09-01,Thursday,September,2022,35,1038.9,359.0,352.30,105,410.50,31,505.80,176,383.50,28,141.60,56
2022-09-02,Friday,September,2022,35,1128.0,373.0,359.60,106,382.00,27,449.60,134,347.00,22,181.00,79
2022-09-03,Saturday,September,2022,35,1515.6,531.0,498.40,148,418.00,28,675.20,211,396.00,26,272.10,129
2022-09-04,Sunday,September,2022,35,1473.1,507.0,534.80,156,237.30,16,564.60,183,231.50,14,168.00,82
2022-09-05,Monday,September,2022,36,917.7,330.0,326.20,97,334.50,27,367.80,114,312.20,23,126.80,55
2022-09-06,Tuesday,September,2022,36,1129.3,378.0,285.80,89,244.20,22,519.20,176,208.80,15,214.60,81
2022-09-07,Wednesday,September,2022,36,1074.6,382.0,322.30,97,246.50,17,440.60,162,230.70,14,138.40,59
2022-09-08,Thursday,September,2022,36,1038.3,382.0,314.00,97,473.20,32,484.20,179,473.20,32,153.40,70
2022-09-09,Friday,September,2022,36,901.17,320.0,343.26,100,219.17,20,347.60,116,196.67,18,139.60,60
2022-09-10,Saturday,September,2022,36,1729.1,650.0,532.20,155,569.65,38,809.00,295,467.25,32,270.20,131
2022-09-11,Sunday,September,2022,36,1225.3,429.0,486.60,146,423.00,28,573.80,199,308.50,24,172.60,76
2022-09-12,Monday,September,2022,37,1032.7,366.0,355.00,108,309.00,24,422.20,143,302.00,23,186.90,90
2022-09-13,Tuesday,September,2022,37,1049.0,378.0,312.50,88,376.20,22,446.80,139,376.20,22,179.00,78
2022-09-14,Wednesday,September,2022,37,803.6,285.0,276.20,78,259.70,18,358.00,129,212.70,13,136.00,63
2022-09-15,Thursday,September,2022,37,981.9,329.0,301.60,88,417.33,30,523.20,165,399.50,26,154.20,66
2022-09-16,Friday,September,2022,37,964.4,377.0,324.90,95,523.10,35,436.00,186,523.10,35,167.40,72
2022-09-17,Saturday,September,2022,37,1766.8,732.0,504.20,143,470.40,34,850.95,356,441.22,30,311.50,147
2022-09-18,Sunday,September,2022,37,1648.9,626.0,561.80,168,177.00,9,874.20,324,170.00,8,264.00,123
2022-09-19,Monday,September,2022,38,853.5,321.0,282.80,83,381.40,24,432.40,152,301.40,21,182.00,79
2022-09-20,Tuesday,September,2022,38,898.86,373.0,259.20,75,380.94,22,390.60,120,345.86,19,128.16,120
2022-09-21,Wednesday,September,2022,38,1176.4,425.0,314.50,88,355.40,26,542.60,179,306.00,23,189.00,76
2022-09-22,Thursday,September,2022,38,1378.0,509.0,358.80,104,287.90,22,650.60,222,282.90,21,194.00,82
2022-09-23,Friday,September,2022,38,1171.8,401.0,358.00,102,471.80,32,607.40,194,446.80,30,190.80,77
2022-09-24,Saturday,September,2022,38,1277.7,488.0,436.20,121,659.00,45,560.60,201,563.50,38,222.40,95
2022-09-25,Sunday,September,2022,38,1411.2,564.0,437.22,124,310.28,22,673.60,254,307.38,21,200.80,103
2022-09-26,Monday,September,2022,39,882.0,338.0,325.00,89,175.40,16,390.00,134,115.40,10,151.80,59
2022-09-27,Tuesday,September,2022,39,817.1,327.0,265.40,74,300.50,20,330.80,144,300.50,20,116.20,50
2022-09-28,Wednesday,September,2022,39,847.2,373.0,259.40,74,442.50,33,322.40,182,371.50,27,194.40,80
2022-09-29,Thursday,September,2022,39,954.0,378.0,291.70,85,270.00,15,422.40,171,235.00,14,160.40,76
2022-09-30,Friday,September,2022,39,1192.2,433.0,348.80,100,378.20,26,574.00,198,363.70,25,197.20,82
2022-10-01,Saturday,October,2022,39,1559.7,596.0,504.00,143,470.50,36,693.18,256,431.00,34,275.32,116
2022-10-02,Sunday,October,2022,39,1213.1,434.0,496.60,144,335.50,21,583.00,184,285.00,18,176.40,79
2022-10-03,Monday,October,2022,40,1524.6,735.0,496.00,145,204.70,15,608.20,333,204.70,15,284.40,130
2022-10-04,Tuesday,October,2022,40,917.6,306.0,255.40,73,311.20,22,423.47,138,311.20,22,136.20,52
2022-10-05,Wednesday,October,2022,40,970.5,359.0,295.60,85,442.50,34,344.20,127,326.20,23,165.60,80
2022-10-06,Thursday,October,2022,40,881.9,351.0,255.00,74,571.35,37,414.20,176,434.90,32,139.80,64
2022-10-07,Friday,October,2022,40,1245.6,432.0,419.00,122,389.50,26,552.20,193,352.50,25,231.20,92
2022-10-08,Saturday,October,2022,40,1888.2,721.0,609.80,173,544.50,38,892.40,345,517.50,34,301.20,134
2022-10-09,Sunday,October,2022,40,1482.9,542.0,558.20,156,241.40,17,641.00,232,241.40,17,189.20,80
2022-10-10,Monday,October,2022,41,1029.7,378.0,377.80,107,282.70,20,445.20,160,207.90,15,194.20,86
2022-10-11,Tuesday,October,2022,41,870.7,302.0,267.60,76,339.70,21,337.60,99,293.32,18,179.60,73
2022-10-12,Wednesday,October,2022,41,1005.4,433.0,327.60,93,309.75,19,440.20,162,300.25,18,177.40,84
2022-10-13,Thursday,October,2022,41,981.8,384.0,281.60,79,267.50,16,438.00,176,267.50,16,154.00,72
2022-10-14,Friday,October,2022,41,1140.8,448.0,374.12,104,258.78,20,504.20,189,232.00,17,194.00,102
2022-10-15,Saturday,October,2022,41,1590.0,663.0,524.20,142,939.90,57,834.40,353,745.50,48,189.60,115
2022-10-16,Sunday,October,2022,41,1625.7,621.0,529.40,142,266.50,23,650.00,226,185.64,15,153.20,84
2022-10-17,Monday,October,2022,42,1114.5,476.0,326.80,92,307.70,20,428.20,155,233.70,17,189.60,90
2022-10-18,Tuesday,October,2022,42,1026.0,342.0,283.60,79,309.40,20,433.40,134,272.40,18,176.80,75
2022-10-19,Wednesday,October,2022,42,999.1,378.0,292.00,75,221.00,21,433.40,163,198.00,14,145.40,68
2022-10-20,Thursday,October,2022,42,993.3,389.0,362.00,101,403.00,26,387.40,154,388.50,25,183.40,94
2022-10-21,Friday,October,2022,42,1006.9,379.0,334.70,89,538.90,35,429.40,165,456.90,31,165.20,66
2022-10-22,Saturday,October,2022,42,2310.6,833.0,618.20,175,689.20,51,1011.60,352,616.00,43,291.60,146
2022-10-23,Sunday,October,2022,42,1966.1,745.0,554.40,157,193.30,17,842.40,317,131.50,13,296.00,137
2022-10-24,Monday,October,2022,43,822.8,325.0,273.60,78,338.00,21,352.80,147,259.00,16,166.60,68
2022-10-25,Tuesday,October,2022,43,1191.8,429.0,347.10,100,560.00,35,527.40,174,427.64,28,204.40,83
2022-10-26,Wednesday,October,2022,43,1052.5,387.0,288.60,79,260.50,19,476.40,169,231.00,16,156.20,68
2022-10-27,Thursday,October,2022,43,1154.0,441.0,399.30,119,422.50,30,559.40,202,405.50,28,211.80,93
2022-10-28,Friday,October,2022,43,1192.3,460.0,389.80,106,584.00,42,442.20,168,531.50,37,206.60,91
2022-10-29,Saturday,October,2022,43,1902.8,731.0,677.40,186,808.55,47,867.20,338,695.75,38,222.40,103
2022-10-30,Sunday,October,2022,43,1745.3,622.0,639.90,176,340.20,26,789.60,274,333.20,25,204.00,93
2022-10-31,Monday,October,2022,44,1429.8,558.0,501.60,144,664.90,45,713.00,247,591.04,40,196.80,93
2022-11-01,Tuesday,November,2022,44,1643.3,591.0,580.60,163,282.20,17,614.00,241,185.00,12,265.40,104
2022-11-02,Wednesday,November,2022,44,1053.8,373.0,330.60,92,380.10,27,427.80,147,308.82,23,146.40,74
2022-11-03,Thursday,November,2022,44,1086.6,446.0,319.60,95,365.50,24,486.00,232,365.50,24,170.40,67
2022-11-04,Friday,November,2022,44,1162.8,412.0,357.60,100,387.50,23,508.20,185,294.50,18,178.40,79
2022-11-05,Saturday,November,2022,44,1740.8,621.0,593.30,163,930.50,58,836.00,282,923.50,57,268.10,114
2022-11-06,Sunday,November,2022,44,1424.7,559.0,482.00,132,217.06,19,565.70,212,213.00,17,212.20,102
2022-11-07,Monday,November,2022,45,1035.1,342.0,272.20,78,255.00,19,449.80,152,225.50,17,139.80,50
2022-11-08,Tuesday,November,2022,45,894.3,336.0,284.00,81,286.60,21,416.20,141,276.60,20,135.00,65
2022-11-09,Wednesday,November,2022,45,796.7,264.0,202.40,58,274.50,19,319.00,109,252.00,18,156.90,59
2022-11-10,Thursday,November,2022,45,914.1,342.0,270.50,80,465.00,25,364.80,127,465.00,25,135.40,81
2022-11-11,Friday,November,2022,45,1141.0,362.0,412.60,119,450.60,30,429.40,127,380.10,25,188.60,79
2022-11-12,Saturday,November,2022,45,1906.2,663.0,683.20,193,1107.80,79,919.00,326,1043.90,72,262.20,108
2022-11-13,Sunday,November,2022,45,1768.6,627.0,589.50,171,307.06,23,790.40,255,293.50,20,222.10,82
2022-11-14,Monday,November,2022,46,764.4,248.0,284.60,80,330.90,21,319.20,96,274.90,19,144.40,52
2022-11-15,Tuesday,November,2022,46,796.5,287.0,284.20,83,255.20,16,367.60,118,255.20,16,142.40,64
2022-11-16,Wednesday,November,2022,46,905.9,337.0,280.00,80,317.40,19,393.80,157,282.40,18,145.60,58
2022-11-17,Thursday,November,2022,46,902.5,351.0,282.50,86,378.18,36,395.20,143,341.00,25,154.20,63
2022-11-18,Friday,November,2022,46,911.2,371.0,347.70,100,863.50,40,324.20,154,462.00,34,131.80,51
2022-11-19,Saturday,November,2022,46,1794.4,582.0,585.20,161,664.90,45,828.80,253,617.40,41,312.20,118
2022-11-20,Sunday,November,2022,46,1340.7,517.0,557.90,160,285.50,23,508.44,193,252.00,20,183.96,83
2022-11-21,Monday,November,2022,47,787.9,329.0,289.20,79,293.40,18,250.60,103,268.40,17,161.60,60
2022-11-22,Tuesday,November,2022,47,783.2,332.0,262.40,78,497.45,31,300.40,139,407.85,25,136.20,55
2022-11-23,Wednesday,November,2022,47,953.1,830.0,369.40,109,416.30,29,219.00,148,401.80,28,138.60,57
2022-11-24,Thursday,November,2022,47,965.9,324.0,261.00,78,470.30,32,354.40,117,390.30,28,146.20,57
2022-11-25,Friday,November,2022,47,914.5,306.0,407.70,115,399.60,27,392.80,124,287.60,19,178.00,70
2022-11-26,Saturday,November,2022,47,1826.4,691.0,548.00,164,762.40,45,829.40,290,718.90,41,273.10,113
2022-11-27,Sunday,November,2022,47,1193.3,431.0,457.60,134,211.70,15,435.80,148,211.70,15,180.20,71
2022-11-28,Monday,November,2022,48,796.2,281.0,163.90,49,347.00,29,319.60,116,295.00,24,113.80,47
2022-11-29,Tuesday,November,2022,48,661.5,221.0,189.40,55,433.50,30,227.00,67,391.50,28,165.00,65
2022-11-30,Wednesday,November,2022,48,896.4,321.0,238.60,68,574.90,33,329.40,113,554.90,31,149.30,59
2022-12-01,Thursday,December,2022,48,775.5,276.0,186.40,56,497.20,33,268.00,90,401.20,27,153.10,67
2022-12-02,Friday,December,2022,48,847.1,322.0,271.20,78,412.20,29,387.40,153,374.70,25,139.20,58
2022-12-03,Saturday,December,2022,48,1580.3,547.0,472.00,134,1386.00,89,752.20,249,1364.50,87,237.90,103
2022-12-04,Sunday,December,2022,48,1312.5,439.0,322.20,91,424.50,28,608.00,191,398.22,27,196.80,78
2022-12-05,Monday,December,2022,49,695.3,232.0,194.10,55,415.10,33,264.60,84,362.60,28,129.50,51
2022-12-06,Tuesday,December,2022,49,594.3,210.0,202.60,59,341.00,25,257.80,88,341.00,25,119.20,53
2022-12-07,Wednesday,December,2022,49,755.0,276.0,233.20,65,399.20,31,286.40,114,339.20,25,142.20,56
2022-12-08,Thursday,December,2022,49,972.9,395.0,300.30,87,597.50,39,354.00,142,565.50,37,165.60,66
2022-12-09,Friday,December,2022,49,989.5,337.0,348.40,101,424.50,25,466.20,158,326.50,21,171.70,67
2022-12-10,Saturday,December,2022,49,1675.7,576.0,429.40,120,1254.00,86,761.00,248,1158.00,76,296.90,115
2022-12-11,Sunday,December,2022,49,1570.7,556.0,427.20,122,512.00,34,726.50,243,488.00,31,262.00,109
2022-12-12,Monday,December,2022,50,914.3,382.0,255.40,73,473.25,35,351.00,124,349.20,29,121.60,112
2022-12-13,Tuesday,December,2022,50,713.0,245.0,183.40,53,445.20,32,301.00,95,445.20,32,125.80,53
2022-12-14,Wednesday,December,2022,50,666.1,253.0,183.80,52,669.10,39,276.20,86,486.70,30,119.40,44
2022-12-15,Thursday,December,2022,50,655.0,220.0,231.90,70,981.50,63,244.80,79,930.00,61,113.20,44
2022-12-16,Friday,December,2022,50,1003.4,314.0,369.90,105,891.00,64,410.80,132,682.50,51,173.60,61
